order_id,order_date,customer_id,product_id,quantity,price,region,revenue
O000153,2026-01-29,C0190,P003,3,358.0,North,1074.0
O000154,2025-12-29,C0390,P017,4,1000.0,West,4000.0
O000155,2026-03-13,C0229,P009,1,485.0,West,485.0
O000156,2025-03-23,C0066,P008,4,729.0,East,2916.0
O000157,2025-12-22,C0460,P006,3,393.0,North,1179.0
O000158,2025-09-15,C0378,P015,2,730.0,North,1460.0
O000159,2026-06-08,C0388,P010,1,1132.0,North,1132.0
O000160,2025-10-22,C0279,P006,1,393.0,West,393.0
O000161,2025-08-12,C0269,P015,4,730.0,South,2920.0
O000162,2026-06-09,C0209,P014,2,1059.0,North,2118.0
O000163,2025-02-15,C0415,P019,3,269.0,East,807.0
O000164,2025-04-23,C0016,P013,2,797.0,North,1594.0
O000165,2025-08-21,C0297,P014,4,1059.0,West,4236.0
O000166,2025-01-17,C0474,P003,1,358.0,West,358.0
O000167,2025-12-26,C0220,P004,1,680.0,West,680.0
O000168,2025-08-11,C0257,P014,2,1059.0,West,2118.0
O000169,2026-03-24,C0367,P014,2,1059.0,West,2118.0
O000170,2025-12-31,C0268,P008,2,729.0,West,1458.0
O000171,2025-11-22,C0229,P010,2,1132.0,West,2264.0
O000172,2026-04-12,C0119,P009,3,485.0,West,1455.0
O000173,2026-02-18,C0440,P014,3,1059.0,North,3177.0
O000174,2026-03-31,C0178,P008,3,729.0,South,2187.0
O000175,2025-08-21,C0020,P011,3,508.0,South,1524.0
O000176,2025-08-12,C0450,P010,4,1132.0,North,4528.0
O000177,2026-02-16,C0036,P018,1,1129.0,West,1129.0
O000178,2025-12-01,C0335,P004,1,680.0,North,680.0
O000179,2025-08-10,C0422,P004,4,680.0,West,2720.0
O000180,2025-02-06,C0406,P012,4,66.0,West,264.0
O000181,2025-10-05,C0108,P018,3,1129.0,West,3387.0
O000182,2025-07-15,C0189,P008,2,729.0,East,1458.0
O000183,2026-04-29,C0178,P003,1,358.0,South,358.0
O000184,2025-08-30,C0096,P018,4,1129.0,South,4516.0
O000185,2025-11-20,C0315,P007,2,995.0,West,1990.0
O000186,2025-07-11,C0020,P001,3,31.0,South,93.0
O000187,2025-01-17,C0164,P013,4,797.0,East,3188.0
O000188,2026-06-08,C0382,P003,1,358.0,East,358.0
O000189,2026-02-05,C0097,P003,1,358.0,East,358.0
O000190,2025-01-22,C0143,P015,1,730.0,South,730.0
O000191,2026-04-19,C0062,P019,4,269.0,South,1076.0
O000192,2025-04-30,C0242,P004,1,680.0,West,680.0
O000193,2025-07-29,C0238,P013,3,797.0,North,2391.0
O000194,2025-11-02,C0131,P013,1,797.0,South,797.0
O000195,2025-09-27,C0093,P015,3,730.0,West,2190.0
O000196,2025-10-12,C0495,P019,1,269.0,South,269.0
O000197,2025-08-15,C0091,P016,3,420.0,North,1260.0
O000198,2026-01-16,C0133,P007,4,995.0,North,3980.0
O000199,2026-04-05,C0123,P003,3,358.0,South,1074.0
O000200,2025-01-07,C0440,P020,4,410.0,North,1640.0
O000201,2025-01-29,C0415,P002,2,235.0,East,470.0
O000202,2025-02-02,C0342,P018,3,1129.0,South,3387.0
O000203,2025-03-20,C0419,P011,4,508.0,East,2032.0
O000204,2026-04-04,C0118,P001,2,31.0,North,62.0
O000205,2026-06-22,C0455,P016,1,420.0,North,420.0
O000206,2026-04-27,C0198,P017,2,1000.0,West,2000.0
O000207,2026-03-06,C0282,P016,3,420.0,South,1260.0
O000208,2025-10-12,C0374,P010,2,1132.0,East,2264.0
O000209,2026-05-31,C0001,P017,1,1000.0,South,1000.0
O000210,2025-04-09,C0211,P003,2,358.0,East,716.0
O000211,2026-02-01,C0263,P018,3,1129.0,North,3387.0
O000212,2026-05-04,C0420,P019,3,269.0,West,807.0
O000213,2025-02-08,C0332,P014,4,1059.0,West,4236.0
O000214,2025-09-28,C0212,P002,1,235.0,East,235.0
O000215,2025-06-06,C0087,P012,1,66.0,West,66.0
O000216,2025-03-16,C0153,P011,2,508.0,North,1016.0
O000217,2025-05-10,C0350,P017,1,1000.0,East,1000.0
O000218,2025-03-25,C0187,P006,3,393.0,West,1179.0
O000219,2025-01-22,C0061,P019,2,269.0,South,538.0
O000220,2026-04-04,C0285,P013,4,797.0,East,3188.0
O000221,2026-06-23,C0095,P007,2,995.0,West,1990.0
O000222,2026-01-17,C0274,P011,2,508.0,West,1016.0
O000223,2026-03-16,C0041,P007,4,995.0,North,3980.0
O000224,2025-01-21,C0147,P013,2,797.0,East,1594.0
O000225,2025-10-30,C0246,P013,1,797.0,West,797.0
O000226,2025-03-25,C0132,P001,2,31.0,North,62.0
O000227,2026-03-29,C0449,P019,2,269.0,South,538.0
O000228,2026-01-22,C0297,P019,2,269.0,West,538.0
O000229,2026-05-22,C0123,P015,3,730.0,South,2190.0
O000230,2025-09-14,C0143,P014,3,1059.0,South,3177.0
O000231,2026-06-11,C0182,P003,1,358.0,North,358.0
O000232,2025-06-11,C0192,P020,4,410.0,West,1640.0
O000233,2025-06-12,C0456,P004,3,680.0,South,2040.0
O000234,2026-06-08,C0399,P007,3,995.0,West,2985.0
O000235,2025-09-28,C0207,P001,1,31.0,North,31.0
O000236,2026-05-07,C0434,P019,1,269.0,North,269.0
O000237,2025-07-27,C0231,P003,4,358.0,West,1432.0
O000238,2026-06-23,C0022,P020,2,410.0,North,820.0
O000239,2025-03-01,C0402,P015,2,730.0,West,1460.0
O000240,2026-03-06,C0080,P013,4,797.0,North,3188.0
O000241,2025-11-05,C0130,P014,4,1059.0,East,4236.0
O000242,2026-06-04,C0292,P007,4,995.0,North,3980.0
O000243,2025-01-27,C0276,P001,1,31.0,East,31.0
O000244,2025-07-18,C0400,P013,2,797.0,West,1594.0
O000245,2026-01-22,C0323,P004,4,680.0,East,2720.0
O000246,2025-12-15,C0376,P012,4,66.0,South,264.0
O000247,2026-06-20,C0414,P007,2,995.0,East,1990.0
O000248,2026-01-13,C0055,P002,2,235.0,East,470.0
O000249,2026-06-11,C0066,P017,1,1000.0,East,1000.0
O000250,2025-06-02,C0227,P001,3,31.0,West,93.0
O000251,2025-07-25,C0026,P014,3,1059.0,West,3177.0
O000252,2026-03-31,C0441,P001,1,31.0,North,31.0
O000253,2025-09-30,C0253,P003,1,358.0,West,358.0
O000254,2025-08-24,C0197,P011,2,508.0,West,1016.0
O000255,2026-06-05,C0130,P007,1,995.0,East,995.0
O000256,2026-05-16,C0243,P009,1,485.0,West,485.0
O000257,2025-04-27,C0312,P003,4,358.0,North,1432.0
O000258,2026-01-21,C0212,P001,1,31.0,East,31.0
O000259,2025-12-10,C0190,P019,1,269.0,North,269.0
O000260,2026-01-30,C0290,P002,4,235.0,East,940.0
O000261,2025-03-05,C0226,P005,2,1124.0,North,2248.0
O000262,2025-03-13,C0246,P017,2,1000.0,West,2000.0
O000263,2025-10-01,C0056,P019,1,269.0,West,269.0
O000264,2025-11-16,C0055,P005,1,1124.0,East,1124.0
O000265,2025-12-04,C0276,P014,3,1059.0,East,3177.0
O000266,2026-01-01,C0306,P010,4,1132.0,West,4528.0
O000267,2026-05-10,C0409,P007,3,995.0,West,2985.0
O000268,2025-06-15,C0340,P008,1,729.0,North,729.0
O000269,2026-06-28,C0153,P008,3,729.0,North,2187.0
O000270,2025-01-11,C0053,P007,3,995.0,West,2985.0
O000271,2025-10-28,C0398,P013,2,797.0,South,1594.0
O000272,2025-04-12,C0444,P014,4,1059.0,South,4236.0
O000273,2026-03-01,C0111,P019,2,269.0,South,538.0
O000274,2026-01-27,C0492,P011,2,508.0,East,1016.0
O000275,2025-08-02,C0427,P002,3,235.0,South,705.0
O000276,2025-03-29,C0491,P017,4,1000.0,South,4000.0
O000277,2026-02-05,C0446,P006,1,393.0,West,393.0
O000278,2025-02-15,C0487,P009,4,485.0,North,1940.0
O000279,2026-04-08,C0204,P019,2,269.0,West,538.0
O000280,2025-11-06,C0112,P005,3,1124.0,North,3372.0
O000281,2025-03-27,C0325,P009,1,485.0,West,485.0
O000282,2025-04-02,C0447,P007,2,995.0,West,1990.0
O000283,2025-08-30,C0258,P004,3,680.0,East,2040.0
O000284,2025-01-02,C0438,P018,2,1129.0,West,2258.0
O000285,2025-08-13,C0016,P018,3,1129.0,North,3387.0
O000286,2025-04-26,C0439,P020,4,410.0,West,1640.0
O000287,2025-04-13,C0350,P017,2,1000.0,East,2000.0
O000288,2025-07-13,C0495,P004,4,680.0,South,2720.0
O000289,2025-06-15,C0427,P016,4,420.0,South,1680.0
O000290,2025-03-31,C0445,P005,3,1124.0,West,3372.0
O000291,2025-05-02,C0166,P009,1,485.0,West,485.0
O000292,2025-05-23,C0301,P002,4,235.0,North,940.0
O000293,2025-04-16,C0382,P002,2,235.0,East,470.0
O000294,2026-03-04,C0435,P004,2,680.0,North,1360.0
O000295,2025-11-01,C0426,P020,3,410.0,East,1230.0
O000296,2025-11-13,C0280,P020,4,410.0,West,1640.0
O000297,2025-01-09,C0371,P017,1,1000.0,North,1000.0
O000298,2025-03-14,C0158,P020,1,410.0,West,410.0
O000299,2025-12-25,C0421,P019,2,269.0,West,538.0
O000300,2025-08-11,C0249,P003,3,358.0,West,1074.0
O000301,2026-02-20,C0379,P005,4,1124.0,West,4496.0
O000302,2026-01-05,C0181,P010,2,1132.0,South,2264.0
O000303,2025-09-21,C0191,P006,3,393.0,North,1179.0
O000304,2025-11-14,C0487,P003,1,358.0,North,358.0
O000305,2025-03-25,C0139,P017,2,1000.0,South,2000.0
O000306,2025-11-14,C0078,P010,3,1132.0,North,3396.0
O000307,2025-04-21,C0407,P012,1,66.0,South,66.0
O000308,2025-09-08,C0373,P001,3,31.0,North,93.0
O000309,2026-01-18,C0336,P018,2,1129.0,North,2258.0
O000310,2025-01-07,C0050,P019,4,269.0,North,1076.0
O000311,2026-04-04,C0085,P020,3,410.0,South,1230.0
O000312,2025-03-25,C0183,P004,4,680.0,West,2720.0
O000313,2025-07-27,C0183,P015,2,730.0,West,1460.0
O000314,2026-01-25,C0004,P009,1,485.0,East,485.0
O000315,2025-11-10,C0481,P006,3,393.0,East,1179.0
O000316,2025-01-22,C0438,P012,1,66.0,West,66.0
O000317,2026-02-14,C0317,P018,4,1129.0,South,4516.0
O000318,2026-05-30,C0111,P015,4,730.0,South,2920.0
O000319,2025-05-07,C0334,P019,1,269.0,North,269.0
O000320,2025-01-14,C0339,P009,2,485.0,South,970.0
O000321,2025-01-12,C0251,P013,4,797.0,South,3188.0
O000322,2025-03-28,C0133,P016,2,420.0,North,840.0
O000323,2026-06-08,C0100,P013,1,797.0,North,797.0
O000324,2026-06-21,C0479,P001,1,31.0,West,31.0
O000325,2025-10-28,C0493,P018,4,1129.0,South,4516.0
O000326,2025-08-31,C0402,P003,1,358.0,West,358.0
O000327,2025-05-02,C0172,P017,2,1000.0,North,2000.0
O000328,2025-05-27,C0287,P005,2,1124.0,South,2248.0
O000329,2025-12-22,C0119,P006,3,393.0,West,1179.0
O000330,2025-11-05,C0350,P017,4,1000.0,East,4000.0
O000331,2025-10-15,C0405,P017,3,1000.0,South,3000.0
O000332,2025-11-03,C0175,P001,2,31.0,East,62.0
O000333,2025-12-18,C0030,P007,4,995.0,North,3980.0
O000334,2025-11-08,C0055,P016,1,420.0,East,420.0
O000335,2025-02-28,C0361,P005,1,1124.0,South,1124.0
O000336,2025-02-04,C0196,P016,1,420.0,South,420.0
O000337,2026-03-21,C0453,P004,2,680.0,South,1360.0
O000338,2025-04-03,C0041,P011,2,508.0,North,1016.0
O000339,2025-07-26,C0173,P014,1,1059.0,East,1059.0
O000340,2025-12-19,C0330,P013,3,797.0,North,2391.0
O000341,2025-11-28,C0219,P008,3,729.0,East,2187.0
O000342,2025-06-08,C0208,P020,4,410.0,East,1640.0
O000343,2025-01-24,C0158,P015,4,730.0,West,2920.0
O000344,2026-02-08,C0333,P018,1,1129.0,North,1129.0
O000345,2026-05-31,C0228,P007,2,995.0,South,1990.0
O000346,2025-12-30,C0085,P019,2,269.0,South,538.0
O000347,2026-01-17,C0173,P009,4,485.0,East,1940.0
O000348,2026-06-16,C0245,P011,1,508.0,North,508.0
O000349,2025-06-01,C0360,P010,4,1132.0,East,4528.0
O000350,2026-02-24,C0173,P014,3,1059.0,East,3177.0
O000351,2025-09-07,C0335,P016,1,420.0,North,420.0
O000352,2025-04-27,C0212,P008,1,729.0,East,729.0
O000353,2026-05-27,C0084,P001,1,31.0,North,31.0
O000354,2025-12-01,C0173,P012,3,66.0,East,198.0
O000355,2026-02-22,C0183,P003,1,358.0,West,358.0
O000356,2025-10-22,C0443,P002,4,235.0,South,940.0
O000357,2026-01-06,C0133,P016,3,420.0,North,1260.0
O000358,2025-07-05,C0380,P004,2,680.0,South,1360.0
O000359,2025-09-03,C0288,P002,4,235.0,East,940.0
O000360,2025-09-25,C0262,P012,4,66.0,West,264.0
O000361,2025-08-25,C0350,P017,4,1000.0,East,4000.0
O000362,2026-06-14,C0282,P020,3,410.0,South,1230.0
O000363,2025-01-21,C0293,P010,4,1132.0,West,4528.0
O000364,2026-06-04,C0269,P020,3,410.0,South,1230.0
O000365,2025-04-10,C0349,P008,1,729.0,South,729.0
O000366,2026-04-23,C0197,P018,2,1129.0,West,2258.0
O000367,2025-10-25,C0025,P018,1,1129.0,South,1129.0
O000368,2026-06-10,C0141,P018,4,1129.0,West,4516.0
O000369,2025-11-30,C0472,P002,3,235.0,West,705.0
O000370,2025-01-02,C0223,P012,3,66.0,North,198.0
O000371,2026-01-10,C0020,P010,1,1132.0,South,1132.0
O000372,2025-10-20,C0247,P008,4,729.0,South,2916.0
O000373,2025-11-14,C0328,P019,2,269.0,East,538.0
O000374,2026-05-17,C0444,P010,3,1132.0,South,3396.0
O000375,2026-01-16,C0201,P011,3,508.0,East,1524.0
O000376,2025-01-14,C0405,P014,4,1059.0,South,4236.0
O000377,2026-05-19,C0115,P015,3,730.0,East,2190.0
O000378,2025-08-19,C0383,P010,4,1132.0,East,4528.0
O000379,2025-03-25,C0189,P004,4,680.0,East,2720.0
O000380,2025-05-10,C0468,P007,2,995.0,West,1990.0
O000381,2025-05-25,C0463,P011,4,508.0,West,2032.0
O000382,2025-01-28,C0026,P003,1,358.0,West,358.0
O000383,2025-03-07,C0054,P005,2,1124.0,West,2248.0
O000384,2025-06-12,C0170,P002,4,235.0,East,940.0
O000385,2025-08-17,C0395,P012,4,66.0,South,264.0
O000386,2025-09-18,C0421,P005,2,1124.0,West,2248.0
O000387,2026-03-25,C0489,P007,3,995.0,West,2985.0
O000388,2026-02-28,C0381,P004,2,680.0,North,1360.0
O000389,2026-04-05,C0011,P011,3,508.0,North,1524.0
O000390,2025-10-28,C0027,P009,2,485.0,North,970.0
O000391,2025-10-30,C0350,P004,2,680.0,East,1360.0
O000392,2025-10-14,C0083,P009,1,485.0,South,485.0
O000393,2026-01-30,C0290,P012,2,66.0,East,132.0
O000394,2025-01-10,C0038,P016,1,420.0,North,420.0
O000395,2025-09-27,C0445,P001,4,31.0,West,124.0
O000396,2025-12-27,C0087,P008,3,729.0,West,2187.0
O000397,2025-09-14,C0437,P001,3,31.0,North,93.0
O000398,2025-05-13,C0321,P020,1,410.0,East,410.0
O000399,2025-10-03,C0387,P019,3,269.0,South,807.0
O000400,2026-05-28,C0451,P004,3,680.0,West,2040.0
O000401,2025-11-09,C0156,P014,2,1059.0,North,2118.0
O000402,2025-10-11,C0398,P014,1,1059.0,South,1059.0
O000403,2025-05-01,C0308,P009,3,485.0,South,1455.0
O000404,2025-04-17,C0286,P009,4,485.0,North,1940.0
O000405,2025-07-23,C0186,P017,1,1000.0,East,1000.0
O000406,2025-06-14,C0182,P015,2,730.0,North,1460.0
O000407,2025-11-01,C0453,P010,4,1132.0,South,4528.0
O000408,2026-05-12,C0369,P017,3,1000.0,North,3000.0
O000409,2025-06-05,C0143,P009,3,485.0,South,1455.0
O000410,2026-01-02,C0422,P004,1,680.0,West,680.0
O000411,2025-09-08,C0206,P014,3,1059.0,North,3177.0
O000412,2025-11-30,C0142,P003,1,358.0,South,358.0
O000413,2026-05-26,C0185,P012,3,66.0,South,198.0
O000414,2025-10-20,C0443,P001,4,31.0,South,124.0
O000415,2025-01-20,C0241,P001,2,31.0,West,62.0
O000416,2025-10-09,C0008,P013,4,797.0,West,3188.0
O000417,2025-01-01,C0072,P014,2,1059.0,North,2118.0
O000418,2025-04-29,C0403,P016,1,420.0,East,420.0
O000419,2025-02-04,C0288,P007,3,995.0,East,2985.0
O000420,2025-07-17,C0095,P010,4,1132.0,West,4528.0
O000421,2026-04-30,C0157,P015,3,730.0,East,2190.0
O000422,2025-02-28,C0041,P008,1,729.0,North,729.0
O000423,2025-06-10,C0331,P011,2,508.0,South,1016.0
O000424,2025-07-25,C0301,P014,4,1059.0,North,4236.0
O000425,2025-01-12,C0269,P013,2,797.0,South,1594.0
O000426,2026-05-05,C0155,P013,2,797.0,West,1594.0
O000427,2025-10-03,C0275,P009,1,485.0,East,485.0
O000428,2025-08-30,C0154,P017,2,1000.0,South,2000.0
O000429,2025-08-04,C0053,P018,1,1129.0,West,1129.0
O000430,2025-09-08,C0179,P019,2,269.0,West,538.0
O000431,2025-05-06,C0421,P013,2,797.0,West,1594.0
O000432,2025-08-05,C0240,P012,4,66.0,North,264.0
O000433,2025-11-02,C0137,P020,1,410.0,East,410.0
O000434,2025-07-04,C0255,P020,3,410.0,North,1230.0
O000435,2025-02-08,C0476,P008,3,729.0,West,2187.0
O000436,2025-08-11,C0224,P011,3,508.0,South,1524.0
O000437,2025-07-03,C0180,P007,4,995.0,North,3980.0
O000438,2026-05-10,C0182,P001,4,31.0,North,124.0
O000439,2026-03-03,C0259,P010,2,1132.0,East,2264.0
O000440,2025-06-27,C0243,P015,2,730.0,West,1460.0
O000441,2026-03-04,C0096,P004,3,680.0,South,2040.0
O000442,2025-10-21,C0197,P001,2,31.0,West,62.0
O000443,2025-05-31,C0392,P011,2,508.0,South,1016.0
O000444,2026-01-19,C0014,P005,4,1124.0,North,4496.0
O000445,2025-11-04,C0120,P019,3,269.0,East,807.0
O000446,2025-12-02,C0387,P019,1,269.0,South,269.0
O000447,2026-01-10,C0408,P004,3,680.0,North,2040.0
O000448,2025-01-08,C0269,P002,4,235.0,South,940.0
O000449,2025-12-07,C0171,P007,3,995.0,East,2985.0
O000450,2025-05-09,C0413,P013,1,797.0,West,797.0
O000451,2025-12-18,C0072,P020,2,410.0,North,820.0
